category,name,description,price,image,isAvailable,subcategoryIds
Cajun Creation,Fried Green Tomatoes,,8.99,https://atlas-s3-proxy.revelup.com/product/conroe/8ae682c57e5ce27fc641686129d81340bf69f2cca7ac009be9e93a45c7f856e308bead2f4960116b4e5c65e86c8a7f593a84ed111c2c93eb6bac8e7e0c33de8e.png,True,2985
Cajun Creation,Lrg Cajun Tenders,,14.99,,True,2992
Cajun Creation,Fried Okra,,3.99,,True,3001
Cajun Creation,Mardi Gras Pasta,,15.99,https://atlas-s3-proxy.revelup.com/product/conroe/26ceda840065cb93397dfdf96e6811a3d51f2830f07b734d7751ab25c5ee11001d788cd01a45f37af613bf644ee722e75c0af039ae40769139f774b4a70292d9.png,True,3041
Cajun Creation,Boiled Egg,,1.5,https://atlas-s3-proxy.revelup.com/product/conroe/86f2054feb1c4813c517d9d6591b07cbbf6785b7cb4f28f203b915c2839fa62346dc882dbcc66b279f5d759fef185a12810ed261d5dc4bd16dfc824305667ba2.png,True,3029
Cajun Creation,Loaded Fried Green Tomatoes,,10.99,https://atlas-s3-proxy.revelup.com/product/conroe/effae37944eea45eeeb2b3598eacc19159b0b8226ae51c7289f67f861b6f450a65273c4b9e064a563d713414a3193f0fac13f38735298430e34fea628ca44795.png,True,2985
Cajun Creation,Lrg Gator,,15.99,https://atlas-s3-proxy.revelup.com/product/conroe/a2de7a13ecc38594b29e54c1733c4e347aa422e8899e0e216284791a622ce68875e1f1cf6c2ee2148137d574ef4f6a0a1648fd53e7088a5dce4b434f314b17aa.png,True,2992
Cajun Creation,Green Beans,,3.99,,True,3001
Cajun Creation,Boudin Balls (6),,7.99,https://atlas-s3-proxy.revelup.com/product/conroe/ec6feaa8423a36bb06323aa76a836cfe68d93cfa5798735b90b89f15ddd82ce3fa8b37b2de4e4f12f9101860d1afff54850a6cc21f61b87dcd40dd916d6bd40c.png,True,2985
Cajun Creation,Corn & Potatoes,,3.99,,True,3001
Cajun Creation,Bang Bang Shrimp,,9.99,https://atlas-s3-proxy.revelup.com/product/conroe/94267692536b8b389b281d7d866ec1e48b364539ed389ace0bc2d5537e4fbc06b49815ba62981ad3b3229a2f954c02cf9de94b9aaa2ad33b45dc404b41f70591.png,True,2985
Cajun Creation,Gator Bites,,10.99,https://atlas-s3-proxy.revelup.com/product/conroe/20c0e7494ab14523677d36e0441ff7f0f9a535f8038037a6fbd58ec0f777c63f8958a7285010db7ca01d7b0fac1ee3dca9c9f3e2e5e442c5b88fea22f48d4e02.png,True,2985
Cajun Creation,Bayou Fries,"A Large order of Fries loaded with Monterrey Jack Cheese, Queso, Diced Tomato, Green Onion, Bacon Bits and Sour Cream.",8.99,https://atlas-s3-proxy.revelup.com/product/conroe/b089461c470eb789ad68a9865e3ecf01503897926199b28d0683c852781eaeb37fbe11fd56274a859c2d85b14595078700cb2f54e79f6d815fbfdc5801b193d6.png,True,2985
Blazing Hen,OG Hot Chicken,,11.99,https://atlas-s3-proxy.revelup.com/product/conroe/00a564cc54812a8564528a1d6c39c26720b9528fa7d54c0b18fc78ddf4c4514cf43aed8e3288f3f8bc2f7e6f5267eabbb688e01a04e3f030f7619f9dd8702b45.png,True,3184
Blazing Hen,3 Tender Basket,,9.99,,True,3178
Blazing Hen,Single,,8.99,https://atlas-s3-proxy.revelup.com/product/conroe/7a18888ab9dfeb19e013e66ec147a62d8abc5aab9ba3f5817dfc110edc3344745370d85e650c4d0bb1cebe5c6822409c7f5ecef846edfa4e5e7ba6ac8b79d902.png,True,3172
Blazing Hen,Seasoned Fries,,3.99,,True,3166
Blazing Hen,Cheesy OG Hot Chicken,,12.99,https://atlas-s3-proxy.revelup.com/product/conroe/ef15bc48992f49bee05a994c87341786ed2937da28b166e1eaf4a48eead18605bc968c0359d151b0532a6a64c25c737e75bc0d09d309f68b635c52350ace2ad3.png,True,3184
Blazing Hen,5 Tender Basket,,12.99,https://atlas-s3-proxy.revelup.com/product/conroe/52c749da57c3c583cb2cc7d0d39fd961360e1ed04d8a654cd8655d0bc10ea8e023f48aaa2997b083f427427d4fe5d896756157a393a091d2e8c949144ef8a45f.png,True,3178
Blazing Hen,Double,,10.99,https://atlas-s3-proxy.revelup.com/product/conroe/7a18888ab9dfeb19e013e66ec147a62d8abc5aab9ba3f5817dfc110edc3344745370d85e650c4d0bb1cebe5c6822409c7f5ecef846edfa4e5e7ba6ac8b79d902.png,True,3172
Blazing Hen,Tater Tots,,3.99,https://atlas-s3-proxy.revelup.com/product/conroe/ec74dc31b0eefb4897e7f7e3372db318440a8d6e3d2df6f1aefc0d2b18820671b7299c97bce78228547e081c3e3174dda09cb22a8c527fe9fd2311193b5e061c.png,True,3166
Blazing Hen,Buffalo Ranch Chicken Tender Sandwich,,9.99,https://atlas-s3-proxy.revelup.com/product/conroe/bca06abe074ba3420c747ac4573750201b69061c2a8c4d11dce9719413d705ca87f6f718d02d8acd7375556f2128667735acae1f2fd387273c594854ad3b56d1.png,True,3184
Blazing Hen,7 Tender Basket,,15.99,https://atlas-s3-proxy.revelup.com/product/conroe/c5964c272167ff8f5627e956891debc95dfc351ef5ac21d5ce22e931284e49e96972e7ac7ed3753152f36f0d57af20d49713cee8adce07531a77375282216942.png,True,3178
Blazing Hen,Onion Rings,,5.99,https://atlas-s3-proxy.revelup.com/product/conroe/e24c3d91a8ad3bac2807594b1a0751b94055f6e8018652364f5ced50795443799e7d94747e1cba72bf6373091b203da045cc52e06842d49fc55324c3c1891381.png,True,3166
Blazing Hen,Honey BBQ Chicken Tender Sandwich,,9.99,https://atlas-s3-proxy.revelup.com/product/conroe/ad126dab520191464f14713603cc2e4f2e2b460be1232c42567050f51906f91b2ff709eff35166c589cf3b2ea628954ee6e41e4870ca9ad4be3ec74712212a17.png,True,3184
Blazing Hen,Loaded Fries/Tots,,12.99,,True,3178
Blazing Hen,Extra Tender,,3.0,,True,3166
Blazing Hen,Southern Style Chicken Tender Sandwich,,9.99,https://atlas-s3-proxy.revelup.com/product/conroe/71a6b301eadfec0236c8bc96b2ab3edaa232642fce0b573186f68ccb3634a137beea81eeeb796ab04f61bb0d585fd7b66671efba88ba5f863080ba6473977482.png,True,3184
Blazing Hen,Tenders & Waffles,,12.99,https://atlas-s3-proxy.revelup.com/product/conroe/ca11b1ed25957da9e58f42d06901818fc3ae114ac8d049551c49f49cd23a0c0a694c8d1dc23672a9b2b68d15e5821273ef65e14a5d1da5f941af23e8be5f05cf.png,True,3178
Blazing Hen,Extra Belgian Waffle,,4.0,,True,3166
